db,sampling date,Time,sra_acc,depth,lat,lon,sal,temp,Region,Paper link
TARA,2009-09-15,18:00:00,ANE_004_40M,38.7,36.57,-6.54,36.6,16.2,AON,
TARA,2012-03-05,17:34:00,ANE_150_40M,39.8,35.75,-37.05,36.2,17.7,AON,
TARA,2010-09-14,13:30:00,ASE_68_50M,40.3,-31.03,4.69,35.7,16.8,AOS,
TARA,2011-09-05,18:40:00,PSW_128_40M,41.7,0,-153.68,35.1,26.1,POS,
TARA,2010-12-06,18:58:00,ASW_82_40M,41.8,-47.21,-58.06,34.1,7,AOS,
TARA,2011-12-02,20:42:00,PON_137_40M,44.2,14.17,-116.71,34.4,18.6,PON,
TARA,2011-04-22,21:13:00,PSE_102_40M,45.7,-5.27,-85.23,34.9,19.6,POS,
TARA,2011-10-19,0:09:00,PON_133_45M,47.2,35.42,-127.69,33.2,13.2,PON,
TARA,2011-05-21,21:00:00,PSE_110_50M,48.7,-1.84,-84.63,35.1,21.8,POS,
TARA,2009-11-23,13:52:00,MED_25_50M,51.7,39.41,19.38,38.5,15.2,MED,
TARA,2011-04-15,19:38:00,PSE_100_50M,57.6,-12.99,-95.99,35.5,20.6,POS,
TARA,2011-12-11,13:27:34,PON_138_60M,58.1,6.34,-102.98,34.6,19,PON,
TARA,2010-03-30,10:56:00,ION_41_60M,58.2,14.56,70.01,36.5,27.1,ION,
TARA,2010-01-20,11:50:00,RED_34_60M,60.1,18.4,39.86,38.9,27.6,RED,
TARA,2009-11-02,14:07:00,MED_18_60M,61.6,35.76,14.25,37.9,18.4,MED,
TARA,2010-07-08,6:21:00,IOS_64_65M,63.6,-29.54,37.94,35.3,22.3,IOS,
TARA,2010-06-29,15:00:00,IOS_58_66M,67.1,-17.32,42.29,35.2,25.3,IOS,
TARA,2009-12-15,15:23:37,MED_30_70M,69.1,33.93,32.77,39.3,19,MED,
TARA,2012-03-09,17:42:29,ANE_151_80M,77.6,36.19,-28.88,36.2,16.8,AON,
TARA,2010-04-04,9:50:00,ION_42_80M,79,6,73.9,35.1,27.7,ION,
TARA,2010-05-17,11:42:00,IOS_52_75M,79,-16.96,54.01,34.9,24.9,IOS,
TARA,2010-01-11,14:17:00,RED_32_80M,85.5,23.38,37.29,40.2,26.1,RED,
TARA,2011-01-06,19:34:21,SOC_85_90M,87.4,-62.24,-49.18,34.3,0,SOC,
TARA,2011-05-31,20:28:10,PSE_111_90M,89,-16.96,-100.7,35.7,19.9,POS,
TARA,2010-10-05,15:35:00,ASW_72_100M,95.4,-8.7,-17.94,36.6,24.1,AOS,
THRASH,2013-07-23,,SRX2209184,16,28.9833,-90.8333,35.51,27.27,GOM,
THRASH,2013-07-23,,SRX2209185,14,28.8417,-90.8333,33.8,26.8,GOM,
THRASH,2013-07-23,,SRX2209188,16.2,28.7167,-90.8333,34.7,26.32,GOM,
THRASH,2013-07-23,,SRX2209189,6.7,28.8583,-91.25,28.9,28.8,GOM,
THRASH,2013-07-24,,SRX2209190,13.3,28.7417,-91.25,34.52,26.03,GOM,
THRASH,2013-07-24,,SRX2209191,28.3,28.5833,-91.25,35.81,25.08,GOM,
SIERADZKI,2012-07-15,,ERS1869885,1,33.454,-118.475,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2012-10-19,,ERS1869886,1,33.454,-118.475,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2013-04-24,,ERS1869888,1,33.454,-118.475,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2012-07-15,,ERS1869889,1,33.71,-118.254,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2012-10-19,,ERS1869890,1,33.71,-118.254,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2013-04-24,,ERS1869892,1,33.71,-118.254,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2012-07-15,,ERS1869893,1,33.55,-118.4,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2012-10-19,,ERS1869894,1,33.55,-118.4,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2013-01-09,,ERS1869887,1,33.454,-118.475,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2013-01-09,,ERS1869891,1,33.71,-118.254,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2013-01-09,,ERS1869895,1,33.55,-118.4,,,NPAC,https://peerj.com/articles/5798.pdf
SIERADZKI,2013-04-24,,ERS1869896,1,33.55,-118.4,,,NPAC,https://peerj.com/articles/5798.pdf
FRANCIS,2013-10-25,,SRR7130817,10,38.1516,-121.6883,0.08,16.84,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
FRANCIS,2013-10-25,,SRR7130819,11,38.06,-121.8,2.82,16.59,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
FRANCIS,2013-10-25,,SRR7130820,11,38.0516,-121.88,5.7,16.68,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
FRANCIS,2013-10-25,,SRR7130903,29,38.0566,-122.185,23.59,16.21,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
FRANCIS,2013-10-24,,SRR7131305,47,37.84667,-122.4216,32.21,13.97,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
FRANCIS,2013-10-25,,SRR7131306,10,38.0283,-122.37,29,15.5,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
FRANCIS,2013-10-24,,SRR7132116,11,37.6183,-122.2916,32.24,16.87,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
FRANCIS,2013-10-24,,SRR7132117,5,37.495,-122.0933,31.56,17.34,SFBay,https://journals.asm.org/doi/full/10.1128/msystems.01270-21?af=R
BATS,2003-10-07,,SRR5720332,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-01-27,,SRR5720338,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-03-23,,SRR5720337,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-12-08,,SRR5720342,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-02-21,,SRR5720233,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-03-22,,SRR5720238,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-04-21,,SRR5720256,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-09-14,,SRR5720251,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-10-13,,SRR5720307,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-11-12,,SRR5720278,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-05-20,,SRR5720283,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-11-04,,SRR5720276,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-12-02,,SRR5720262,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-08-17,,SRR5720321,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-02-24,,SRR5720322,1,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-04-22,,SRR5720327,10,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-07-15,,SRR5720235,10,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-08-12,,SRR5720286,10,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-05-18,,SRR5720257,10,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-06-15,,SRR5720260,10,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2009-07-14,,SRR6507279,10,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-01-27,,SRR5720339,40,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-02-21,,SRR5720232,40,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-04-21,,SRR5720249,40,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-02-24,,SRR5720319,40,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-03-23,,SRR5720334,60,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-04-22,,SRR5720326,80,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-10-07,,SRR5720340,80,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-03-22,,SRR5720237,80,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-11-12,,SRR5720277,80,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-11-04,,SRR5720275,80,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-05-18,,SRR5720258,80,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-12-08,,SRR5720343,100,31.66,-64.16,,,PON,https://www.nature.com/articles/sdata2018176
BATS,2003-08-12,,SRR5720285,100,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-09-14,,SRR5720252,100,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-10-13,,SRR5720280,100,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-05-20,,SRR5720282,100,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-12-02,,SRR5720263,100,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-06-15,,SRR5720253,100,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2009-11-07,,SRR6507280,100,31.66,-64.16,,,PON,https://www.nature.com/articles/sdata2018176
BATS,2003-07-15,,SRR5720230,120,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-08-17,,SRR5720320,120,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-08-12,,SRR5720255,160,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-04-22,,SRR5720333,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-10-07,,SRR5720341,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-01-27,,SRR5720336,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-03-23,,SRR5720335,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-12-08,,SRR5720234,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-02-21,,SRR5720231,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-03-22,,SRR5720236,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-07-15,,SRR5720229,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-04-21,,SRR5720250,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-09-14,,SRR5720344,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-10-13,,SRR5720279,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-11-12,,SRR5720284,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-05-20,,SRR5720281,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-11-04,,SRR5720261,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2003-12-02,,SRR5720264,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-05-18,,SRR5720259,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-06-15,,SRR5720254,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-08-17,,SRR5720323,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
BATS,2004-02-24,,SRR5720318,180,31.66,-64.16,,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-11-30,3:40:00,SRR5788252,1,26.14,-44.83,37.395,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-24,9:46:00,SRR5788336,2,24,-22,,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-30,0:58:00,SRR5788344,2,17.35,-20.78,,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-11-02,7:57:00,SRR5788169,2,17.4,-24.5,,,PON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-29,18:23:00,SRR5788308,6,-40.02,0.89,34.540001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-11-10,12:29:00,SRR5788208,6,-34.9,16.08,,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-19,6:14:00,SRR5788131,6.1,-34.63,17.07,35.486,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-11-15,2:37:00,SRR5788079,6.1,-39.26,7.73,35.175999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-27,19:24:00,SRR5788302,6.3,-40.06,5.53,34.806,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-11-12,7:08:00,SRR5788203,6.3,-36.45,13.22,35.505001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-20,10:08:00,SRR5788030,6.4,-35.37,14.91,,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-26,6:22:00,SRR5788442,6.5,-38.43,10.09,34.838001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-05-20,13:30:00,SRR5788434,8,36.21,-53.27,36.542,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-06-24,15:06:00,SRR5788144,8,16.83,-56.27,32.824001,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-06-16,0:22:00,SRR5788375,8,28.09,-67.5,36.758999,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-06-26,12:25:00,SRR5788197,9,13.16,-53.42,32.118999,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-06-28,14:16:00,SRR5788192,9,9.55,-50.49,35.727001,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-05-11,13:26:00,SRR5788109,9,47.8,-39.4,35.619999,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-18,14:16:00,SRR5788019,9,-22.47,-32.75,36.466999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-27,13:11:00,SRR5788354,9,-0.19,-32.87,35.691002,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-12,1:56:00,SRR5787989,9,-37.83,-41.12,35.369999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-05-22,13:07:00,SRR5788387,9,33.43,-58.05,36.647999,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-05-10,12:13:00,SRR5788236,10,49.72,-42.45,34.708,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-05-12,20:39:00,SRR5788234,10,46.31,-39.66,35.938,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-05-18,13:22:00,SRR5788428,10,37.57,-50.69,36.409,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-05-21,13:30:00,SRR5788367,10,34.33,-55.43,36.526001,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-06-13,0:53:00,SRR5788287,10,31.67,-64.17,36.688,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-14,18:45:00,SRR5788382,10,-32.09,-37.46,35.966999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-17,0:34:00,SRR5788022,10,-26.09,-34.26,36.514999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-22,1:00:00,SRR5788015,10,-12.9,-29.23,37.025002,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-23,11:11:00,SRR5788187,10,-9.16,-28,36.686001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-24,12:54:00,SRR5788182,10,-5.67,-28.46,36.296001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-25,21:08:00,SRR5788181,10,-2.65,-28.92,35.695999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-05,20:56:00,SRR5788347,10,-49.55,-52.69,33.984001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-08,3:21:00,SRR5788104,10,-46.91,-47.18,34.620998,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-09,3:22:00,SRR5788105,10,-44.71,-45.5,34.527,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-10,2:43:00,SRR5788060,10,-42.36,-44.03,34.576,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-11,2:17:00,SRR5788047,10,-39.96,-42.42,34.796001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-23,3:39:00,SRR5788034,10,-36.48,13.28,35.076,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-06-17,19:56:00,SRR5788447,11,24.71,-67.07,36.492001,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-15,23:40:00,SRR5788384,11,-29.05,-35.81,35.686001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-06,19:40:00,SRR5788349,11,-48.94,-48.79,34.07,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-03-13,13:43:00,SRR5788468,11,-35.01,-39.43,35.730999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-06-19,21:44:00,SRR5788116,12,22.34,-63.58,36.132999,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-21,16:06:42,SRR5788042,13.8,-30,166.99,35.664001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-17,14:06:00,SRR5788171,14,-32.5,-157.99,35.484001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-19,6:47:00,SRR5788165,14,-32.5,-155,35.473999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-13,3:37:00,SRR5788333,14,-32.5,-167,35.473,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-29,16:18:17,SRR5788396,14.9,-32.5,-176.03,35.522999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-24,15:11:38,SRR5788268,14.9,-30,174,35.577,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-18,10:34:00,SRR5788152,15,-32.5,-157,35.403999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-14,10:37:58,SRR5788001,15,-30,153.5,35.505001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-18,20:24:00,SRR5788054,15,-32.5,-156.01,35.414001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-19,18:28:00,SRR5788160,15,-32.5,-154,35.299,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-20,13:01:00,SRR5788330,15,-32.49,-153,35.383999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-13,22:40:00,SRR5788458,15,-32.5,-165,35.476002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-15,11:03:00,SRR5788191,15,-32.5,-163,35.486,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-16,8:38:00,SRR5788101,15,-32.5,-161,35.450001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-16,16:16:00,SRR5788257,15,-32.51,-160,35.449001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-17,1:54:00,SRR5788264,15,-32.46,-159.02,35.521999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-21,0:03:00,SRR5788121,15,-32.49,-152,35.452999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-21,13:10:00,SRR5788296,15,-32.5,-151,35.478001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-12,16:59:00,SRR5788134,15,-32.5,-168,35.556,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-23,11:54:38,SRR5788401,15.1,-30,171,35.66,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-01,12:02:53,SRR5788273,15.1,-32.5,-172,35.542999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-26,22:16:59,SRR5788300,15.2,-31.6,178,35.549,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-16,17:59:17,SRR5788361,15.4,-30,156,35.598,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-17,19:55:38,SRR5788154,15.5,-30,159,35.623001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-15,1:28:38,SRR5787995,15.5,-30,154,35.571999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-31,18:10:31,SRR5788275,15.5,-32.5,-170,35.497002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-25,19:16:06,SRR5788358,15.6,-30,175.98,35.630001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-28,11:09:40,SRR5788291,15.6,-32.5,-179.13,35.629002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-13,12:49:00,SRR5788178,16,-32.5,-166,35.473999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-15,21:47:00,SRR5788092,16,-32.51,-162,35.486,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-10,22:48:00,SRR5788394,16,-32.5,-171,35.515999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-11,8:25:00,SRR5788245,16,-32.5,-170,35.514999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-19,15:42:38,SRR5788037,16.1,-30,163,35.653,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-14,16:46:00,SRR5788419,17,-32.5,-163.99,35.469002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-12,7:26:00,SRR5788239,17,-32.5,-169,35.519001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-19,6:14:00,SRR5788130,21.1,-34.63,17.07,35.486,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-23,3:39:00,SRR5788035,21.1,-36.48,13.28,35.075001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-11-12,7:08:00,SRR5788202,21.1,-36.45,13.22,35.504002,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-11-10,12:29:00,SRR5788207,21.2,-34.9,16.08,,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-20,10:08:00,SRR5788031,21.3,-35.37,14.91,,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-26,6:22:00,SRR5788441,21.4,-38.43,10.09,34.839001,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-29,18:23:00,SRR5788309,21.4,-40.02,0.89,34.536999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-11-15,2:37:00,SRR5788080,21.4,-39.26,7.73,35.173,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2010-10-27,19:24:00,SRR5788303,21.6,-40.06,5.53,34.806999,,AOS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-13,22:40:00,SRR5788457,28,-32.5,-165,35.477001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-11-10,14:23:00,SRR5788013,28.4,38.65,-69.13,36.166,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-31,18:10:31,SRR5788276,28.4,-32.5,-170,35.497002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-29,16:18:17,SRR5788406,29.3,-32.5,-176.03,35.511002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-28,11:09:40,SRR5788391,29.5,-32.5,-179.13,35.629002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-19,15:42:38,SRR5788038,29.9,-30,-163,35.652,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-18,10:34:00,SRR5788155,30,-32.49,-157.01,35.403,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-17,19:55:38,SRR5788157,30,-30,159,35.623001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-19,6:47:00,SRR5788164,30,-32.5,-155,35.473999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-13,12:49:00,SRR5788462,30,-32.5,-166,35.474998,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-15,21:47:00,SRR5788097,30,-32.51,-162.01,35.480999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-16,8:38:00,SRR5788102,30,-32.5,-161,35.449001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-21,0:03:00,SRR5788122,30,-32.49,-152,35.451,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-21,13:10:00,SRR5788295,30,-32.5,-151,35.478001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-26,22:16:59,SRR5788299,30,-31.6,178,35.601002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-12,16:59:00,SRR5788129,30,-32.5,-168,35.556,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-24,15:11:38,SRR5788269,30.1,-30,174,35.608002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-11-08,10:56:00,SRR5788089,30.2,39.69,-69.86,34.978001,,AON,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-25,19:16:06,SRR5788355,30.6,-30,175.98,35.629002,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-23,11:54:38,SRR5788400,30.7,-30,171,35.660999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-21,16:06:42,SRR5788045,30.8,-30,166.99,35.664001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-15,1:28:38,SRR5787998,30.8,-30,154,35.571999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-05-16,17:59:17,SRR5788362,30.9,-30,155.99,35.598,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-01,12:02:53,SRR5788274,30.9,-32.5,-172,35.544998,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-17,14:06:00,SRR5788176,31,-32.5,-157.99,35.485001,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-14,16:46:00,SRR5788424,31,-32.5,-163.99,35.460999,,POS,https://www.nature.com/articles/sdata2018176
GEOTRACES,2011-06-18,20:24:00,SRR5788051,31,-32.5,-156.01,35.414001,,POS,https://www.nature.com/articles/sdata2018176
