db,sampling date,Time,sra_acc,depth,lat,lon,sal,temp,Region,Paper link
NCBI,12/6/18,,SRR11803377,1.12,38.89,-76.54,3.16,6.14,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,8/2/18,,SRR11803378,1.04,38.89,-76.54,4.58,28.34,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,6/28/18,,SRR11803379,0.66,38.89,-76.54,6.52,25.86,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/31/18,,SRR11803380,1.01,38.89,-76.54,5.3,25.37,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/19/17,17:30:00,SRR11803503,0.83,38.89,-76.54,5.98,22.76,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/19/17,16:00:00,SRR11803495,0.84,38.89,-76.54,5.97,23.19,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/19/17,14:30:00,SRR11803496,0.86,38.89,-76.54,5.97,22.21,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/18/17,20:30:00,SRR11803497,0.83,38.89,-76.54,5.86,24.07,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/18/17,19:00:00,SRR11803498,0.84,38.89,-76.54,5.88,23.39,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/18/17,17:30:00,SRR11803499,0.85,38.89,-76.54,5.99,22.21,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/18/17,16:00:00,SRR11803500,0.86,38.89,-76.54,5.99,22.06,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/18/17,14:30:00,SRR11803501,0.88,38.89,-76.54,6.02,19.75,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/17/17,20:30:00,SRR11803502,0.88,38.89,-76.54,5.92,20.47,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/17/17,19:00:00,SRR11803504,0.88,38.89,-76.54,5.76,20.24,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,5/17/17,17:30:00,SRR11803505,0.89,38.89,-76.54,5.74,19.81,Chesapeake Bay,https://www.nature.com/articles/s41564-021-00873-4#Abs1
NCBI,9/2/15,,ERR3773636,3,55.4066,14.5356,7.659,17.81,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,9/2/15,,ERR3773635,2.1,55.9388,14.9345,7.386,17.76,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,9/1/15,,ERR3773633,1.9,56.5969,16.3242,7.072,18.45,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/31/15,,ERR3773631,2,57.987,16.9491,6.288,17.5,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/30/15,,ERR3773639,2,61.0018,19.0039,5.246,17.58,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/30/15,,ERR3773682,1.8,61.7831,19.2935,5.106,17.08,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/29/15,,ERR3773638,2.3,62.4157,19.4149,5.137,16.92,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/28/15,,ERR3773684,2.3,59.8751,19.3582,5.23,17.41,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/27/15,,ERR3773632,2,60.0652,24.8036,5.45,18.52,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/26/15,,ERR3773634,2,59.495,27.7962,4.248,18.73,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/25/15,,ERR3773637,1.8,59.4921,24.5681,5.863,18.49,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/19/15,,ERR3773796,3.7,54.5687,16.4872,7.802,13.64,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/26/15,,ERR3772663,2.3,59.5906,26.4986,4.431,18.57,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/24/15,,ERR3772662,1.9,57.6815,24.263,5.722,19.14,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/22/15,,ERR3772657,1.9,57.30543167,20.0761,6.973,18.61,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/22/15,,ERR3772658,2.1,57.0614,21.1599,6.858,16.57,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,2015-08-21,,ERR3772598,2.1,56.3821,20.8346,7.171,18.49,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/20/15,,ERR3772628,1.9,54.5824,18.6289,7.165,20.65,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/19/15,,ERR3772600,1.9,54.75926,17.23787333,7.626,11.67,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/19/15,,ERR3772596,1.9,54.31543,16.11767,8.056,9.63,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/18/15,,ERR3772597,2.7,54.1756,15.1784,7.892,13.46,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,11/20/14,,ERR3764908,2,56.93844,17.06204,6.38,9.7,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/18/15,,ERR3765014,3,53.95935,14.32207,8.061,20.07,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/18/15,,ERR3765037,2.8,54.4412,13.7264,8.327,18.35,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,12/16/14,,ERR3764362,2,56.938436,17.06204,7.37,6.2,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,9/16/14,,ERR3764361,2,56.93844,17.06204,6.82,16.2,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/20/14,,ERR3764907,2,56.93844,17.06204,6.82,11.7,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,6/4/14,,ERR3764360,2,56.93844,17.06204,6.93,10.6,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/23/15,,ERR3761426,2.2,57.0543,23.8214,5.548,17.03,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,7/9/14,,ERR3761397,2,56.93844,17.06204,6.71,17.8,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,4/8/14,,ERR3763022,2,56.93844,17.06204,6.93,4.7,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,3/12/14,,ERR3763261,2,56.93844,17.06204,7.15,4,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,1/9/14,,ERR3763021,2,56.93844,17.06204,7.04,5.4,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,10/31/13,,ERR3763020,2,56.93844,17.06204,7.15,8.5,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,10/3/13,,ERR3761398,2,56.93844,17.06204,6.6,13.5,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,9/5/13,,ERR3761414,2,56.93844,17.06204,6.71,17.6,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/15/13,,ERR3761396,2,56.93844,17.06204,6.71,17.6,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/1/13,,ERR3763012,2,56.93844,17.06204,6.6,18.1,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,7/5/13,,ERR3761399,2,56.93844,17.06204,6.71,15.2,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,6/5/13,,ERR3763010,2,56.93844,17.06204,6.82,11.2,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,5/7/13,,ERR3763015,2,56.93844,17.06204,7.04,5.4,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,4/22/13,,ERR3761395,2,56.93844,17.06204,7.15,3.3,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,4/16/13,,ERR3763011,2,56.93844,17.06204,6.93,3.1,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,2013-04-03,,ERR3763013,2,56.93844,17.06204,6.82,2.2,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,1/23/13,,ERR3763014,2,56.93844,17.06204,6.82,3.1,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,5/6/14,,ERR3763023,2,56.93844,17.06204,6.93,6.6,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,9/3/15,,ERR3761415,3,54.50728,12.9552,8.679,16.9,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,9/3/15,,ERR3761417,2,53.95929,14.3217,7.216,18.63,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,9/2/15,,ERR3761420,2,54.91411,13.83858,7.925,17.73,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/31/15,,ERR3761416,2.2,58.5837,18.2316,5.924,18.54,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/27/15,,ERR3761424,1.8,60.2177,26.2493,4.464,18.45,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/21/15,,ERR3761422,1.9,55.68445,21.01085,7.133,18.67,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/20/15,,ERR3761419,1.9,54.85166,18.00123,7.544,12.95,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/18/15,,ERR3761427,4,54.5351,13.7696,8.459,18.31,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,8/17/15,,ERR3761423,3,54.46378,12.2799,8.617,15.68,Baltic Sea,https://www.nature.com/articles/s42003-020-0856-x
NCBI,2019-10-21,,SRR12042682,750,43.1696,29.001283,22.22,8.92,Black Sea,https://www.frontiersin.org/articles/10.3389/fmicb.2020.01979/full#h7
NCBI,2019-10-21,,SRR12042683,150,43.1696,29.001283,,,Black Sea,https://www.frontiersin.org/articles/10.3389/fmicb.2020.01979/full#h7
NCBI,2019-10-21,,SRR12042684,30,43.1696,29.001283,,,Black Sea,https://www.frontiersin.org/articles/10.3389/fmicb.2020.01979/full#h7
NCBI,2019-10-21,,SRR12042685,5,43.1696,29.001283,,,Black Sea,https://www.frontiersin.org/articles/10.3389/fmicb.2020.01979/full#h7
NCBI,2019-10-21,,SRR12042686,5,43.155517,28.005383,,,Black Sea,https://www.frontiersin.org/articles/10.3389/fmicb.2020.01979/full#h7
NCBI,2014-11-21,,SRR3471284,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471283,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471282,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471281,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471280,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471279,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471278,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471277,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471276,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471275,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471274,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471273,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471272,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471271,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471273,1,44.58,-123.99,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471269,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471268,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471267,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471266,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471265,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471264,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471263,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471262,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471260,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471257,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471256,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471254,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471250,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471248,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471246,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471207,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471208,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,2014-11-21,,SRR3471210,1,44.62,-124.04,,,Yaquina Bay,https://doi.org/10.3389/fmicb.2018.01282
NCBI,6/21/14,14:00:00+00,ERR771003,0,30.2484,-88.74825,17.5,29.8,GOM,https://doi.org/10.1186/s13742-015-0066-5
NCBI,8/8/10,,ERR864077,0.5,46.239,-124.161,15.4,15.5,Columbia River,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0140578
NCBI,8/7/10,,ERR864073,0.5,46.233,-124.16,25.4,13.4,Columbia River,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0140578
NCBI,8/7/10,,ERR864075,16,46.233,-124.16,33.3,8.5,Columbia River,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0140578
NCBI,8/1/10,,ERR864069,0.5,46.234,-123.909,3.9,19.4,Columbia River,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0140578
NCBI,2/15/15,,SRR7265439,100,48.35,-123.3,,,SI,incubated for 72h in methane
NCBI,2/15/15,,SRR7265440,150,48.35,-123.3,,,SI,incubated for 72h in methane
NCBI,2/15/15,,SRR7265441,100,48.35,-123.3,,,SI,incubated for 72h in methane
NCBI,2/15/15,,SRR7265442,150,48.35,-123.3,,,SI,incubated for 72h in methane
MALASPINA,2011-04-19,,SRR3962777,2150,-25.49,-179.52,34.6456,2.0126,POS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-06-03,,SRR3963805,2400,-29.6525,92.9852,34.7266,1.8199,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-03-06,,SRR3960684,3008,10.0927,-99.2462,34.6755,1.6156,PON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-05-31,,SRR3961604,3103,12,-108.06,34.6805,1.4552,PON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-01-24,,SRR3965676,3199,-26.91,-21.43,34.9003,2.2513,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-02-25,,SRR3964650,3500,-27.9783,63.2478,34.7241,1.3208,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-04-18,,SRR3963456,3501,-28.4063,179.1413,34.6818,1.5728,POS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-01-27,,SRR3965875,3662,-28.62,-11.8,34.8613,2.0761,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-04-05,,SRR3961936,3818,9.22,-163.53,34.692,1.1537,PON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-04-02,,SRR3965809,3900,-32.8128,12.7692,34.7503,0.9196,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-11-01,,SRR3967025,3907,-22.97,-36.95,34.7347,0.5836,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-03-23,,SRR3963458,3996,-39.23,135.19,34.722,0.9479,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-03-03,,SRR3963658,4000,-29.81,82.62,34.7244,1.0745,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-05-01,,SRR3967699,4001,-9.12,-30.19,34.8447,1.5802,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-02-02,,SRR3965647,4001,-31.81,6.84,34.8047,1.4922,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-09-03,,SRR3963571,4001,-30.3327,103.3075,34.7178,0.8069,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-03-27,,SRR3963599,4001,-38.64,150.41,34.716,0.8366,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-02-01,,SRR3968060,4002,-3.03,-27.33,34.8676,1.7369,AON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2010-12-26,,SRR3967905,4002,14.52,-26,34.8948,2.0429,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-10-07,,SRR3960572,4002,32.0788,-17.2662,34.9058,2.0997,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-02-18,,SRR3965585,4002,-33.55,39.89,34.7402,0.851,PON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-05-25,,SRR3962508,4002,15.9087,-124.4738,34.6897,1.1733,AON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-06-25,,SRR3960581,4003,17.43,-59.83,34.9004,1.9688,AON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-06-28,,SRR3960575,4003,19.9897,-52.6367,34.8889,1.9211,AOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-08-01,,SRR3967319,4003,-15.83,-33.41,34.8269,1.4542,AON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2010-12-29,,SRR3968063,4003,7.33,-26,34.8901,2.0165,AON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-08-07,,SRR3960576,4003,29.97,-23.69,34.9071,2.1123,AON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-11-03,,SRR3963498,4004,-31.16,110.18,34.7202,0.9869,IOS,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-05-22,,SRR3961935,4004,18.04,-133.26,34.6897,1.1582,PON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2010-12-23,,SRR3968777,4005,21.51,-23.45,34.8951,2.0182,AON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-05-16,,SRR3962771,4013,21.0638,-150.3192,34.6888,1.162,PON,https://www.nature.com/articles/s42003-021-02112-2
MALASPINA,2011-04-28,,SRR3962772,4018,-5.75,-170.7407,34.6955,1.1026,POS,https://www.nature.com/articles/s42003-021-02112-2
TARA,2011-03-12,11:34:00,PSE_93_05M,5.3,-34.05,-73.08,34.3,18,POS,
TARA,2012-03-09,8:59:00,ANE_151_05M,5.4,36.16,-29.01,36.2,17.3,AON,
TARA,2012-03-19,8:18:00,ANE_152_05M,5.4,43.69,-16.85,36,14.3,AON,
TARA,2011-12-30,13:35:00,ANW_141_05M,5.4,9.85,-80.04,34.3,27.1,AON,
TARA,2012-01-09,13:41:00,ANW_142_05M,5.4,25.51,-88.38,36.2,25,AON,
TARA,2010-07-15,12:22:00,ASE_66_05M,5.4,-34.94,17.94,35.3,15,AOS,
TARA,2010-09-14,6:55:00,ASE_68_05M,5.4,-31.03,4.69,35.7,16.8,AOS,
TARA,2010-09-21,6:55:00,ASE_70_05M,5.4,-20.44,-3.19,36.4,19.8,AOS,
TARA,2010-04-04,2:47:00,ION_42_05M,5.4,6.03,73.89,34.6,30,ION,
TARA,2010-04-19,7:56:00,ION_48_05M,5.4,-9.39,66.42,34.2,29.8,IOS,
TARA,2010-07-03,8:09:00,IOS_62_05M,5.4,-21.38,39.56,35.3,25.1,IOS,
TARA,2009-11-02,8:13:00,MED_18_05M,5.4,35.76,14.26,37.9,21.4,MED,
TARA,2009-12-15,10:41:00,MED_30_05M,5.4,33.92,32.89,39.4,20.5,MED,
TARA,2011-12-02,14:12:00,PON_137_05M,5.4,14.2,-116.63,33.9,26.4,PON,
TARA,2011-12-10,14:08:00,PON_138_05M,5.4,6.33,-102.94,33.4,26.6,PON,
TARA,2011-12-21,16:20:00,PON_140_05M,5.4,7.41,-79.3,28.9,26.6,PON,
TARA,2011-03-18,11:57:00,PSE_94_05M,5.4,-32.78,-87.09,34.7,21.1,POS,
TARA,2011-04-09,13:56:00,PSE_99_05M,5.4,-21.15,-104.79,36.1,23.8,POS,
TARA,2011-05-12,14:00:00,PSE_109_05M,5.4,1.99,-84.58,33.4,27.6,POS,
TARA,2011-06-14,16:45:00,PSW_112_05M,5.4,-23.28,-129.4,36.5,24.2,POS,
TARA,2011-09-04,18:00:00,PSW_128_05M,5.4,0,-153.68,35.1,26.1,POS,
TARA,2010-01-09,7:15:00,RED_31_05M,5.4,27.16,34.83,40,25.1,RED,
TARA,2010-01-11,7:21:00,RED_32_05M,5.4,23.36,37.22,39.7,25.8,RED,
TARA,2010-01-13,7:16:00,RED_33_05M,5.4,21.98,38.24,38.9,27.3,RED,
TARA,2010-01-20,4:27:00,RED_34_05M,5.4,18.4,39.88,38.6,27.6,RED,
TARA,2012-03-05,9:25:00,ANE_150_05M,5.5,35.91,-37.26,36.3,17.6,AON,
TARA,2012-02-02,11:52:00,ANW_145_05M,5.5,39.23,-70.03,35.2,14.1,AON,
TARA,2012-03-01,10:48:00,ANW_149_05M,5.5,34.1,-49.89,36.4,18.7,AON,
TARA,2010-09-07,6:19:00,ASE_67_05M,5.5,-32.23,17.71,34.8,12.8,AOS,
TARA,2010-10-16,9:55:00,ASW_76_05M,5.5,-20.94,-35.2,37.1,23.3,AOS,
TARA,2010-12-06,10:33:00,ASW_82_05M,5.5,-47.18,-58.3,34,7.3,AOS,
TARA,2010-03-12,6:06:00,ION_36_05M,5.5,20.82,63.5,36.5,25.6,ION,
TARA,2010-03-15,3:35:00,ION_38_05M,5.5,19.04,64.49,36.6,26.2,ION,
TARA,2010-03-30,2:47:00,ION_41_05M,5.5,14.6,69.98,36,29.1,ION,
TARA,2010-04-13,3:21:00,ION_45_05M,5.5,0,71.64,35.1,30.5,IOS,
TARA,2010-05-17,4:10:00,IOS_52_05M,5.5,-16.96,53.99,34.6,27.9,IOS,
TARA,2010-06-26,7:05:00,IOS_56_05M,5.5,-15.34,43.29,35,27.3,IOS,
TARA,2010-07-07,4:48:00,IOS_64_05M,5.5,-29.5,37.99,35.3,22.2,IOS,
TARA,2009-11-18,8:41:00,MED_23_05M,5.5,42.21,17.71,38.2,17.6,MED,
TARA,2009-11-23,9:12:00,MED_25_05M,5.5,39.39,19.39,38.2,18.3,MED,
TARA,2011-10-04,17:46:00,PON_132_05M,5.5,31.52,-159,35.2,25.2,PON,
TARA,2011-10-18,15:35:00,PON_133_05M,5.5,35.41,-127.74,33.1,19.2,PON,
TARA,2011-03-24,13:00:00,PSE_96_05M,5.5,-29.72,-101.16,35.8,23.8,POS,
TARA,2011-04-15,12:45:00,PSE_100_05M,5.5,-12.99,-95.99,35.8,25.3,POS,
TARA,2011-04-21,20:07:00,PSE_102_05M,5.5,-5.25,-85.16,34.7,24.9,POS,
TARA,2011-05-21,12:27:00,PSE_110_05M,5.5,-2.01,-84.59,35,23.9,POS,
TARA,2011-07-31,17:20:00,PSW_123_05M,5.5,-8.91,-140.28,35.4,26.6,POS,
TARA,2011-08-08,17:33:00,PSW_125_05M,5.5,-8.91,-142.56,35.4,26.8,POS,
TARA,2010-11-04,10:04:00,ASW_78_05M,5.6,-30.14,-43.29,36.3,19.9,AOS,
TARA,2010-06-27,12:05:00,IOS_57_05M,5.6,-17.02,42.74,35.1,27,IOS,
TARA,2011-04-03,13:44:00,PSE_98_05M,5.6,-25.83,-111.78,36.4,25.1,POS,
TARA,2010-10-05,8:00:00,ASW_72_05M,5.8,-8.78,-17.91,36.4,25,AOS,
TARA,2010-07-12,5:59:00,IOS_65_05M,5.9,-35.19,26.29,35.4,21.8,IOS,
TARA,2011-05-31,14:25:00,PSE_111_05M,5.9,-16.96,-100.63,36,22.8,POS,
TARA,2011-07-26,17:10:00,PSW_122_05M,5.9,-8.99,-139.21,35.4,26.5,POS,
TARA,2011-01-03,11:05:00,SOC_84_05M,5.9,-60.23,-60.65,33.7,1.8,SOC,
TARA,2011-01-06,10:38:00,SOC_85_05M,5.9,-62.03,-49.54,34.4,0.7,SOC,
TARA,2012-02-24,11:40:00,ANW_148_05M,6.1,31.7,-64.25,36.6,20.4,AON,
TARA,2011-08-04,18:33:00,PSW_124_05M,9.9,-9.11,-140.58,35.4,26.5,POS,
TARA,2009-09-15,11:30:00,ANE_004_05M,10,36.55,-6.57,36.6,20.5,AON,
TARA,2012-02-15,12:54:00,ANW_146_05M,11.7,34.68,-71.3,36.5,19.1,AON,
TARA,2010-03-12,12:23:00,ION_36_17M,17.4,20.82,63.51,36.5,25.4,ION,
TARA,2010-03-15,11:18:00,ION_38_25M,25.3,19.03,64.62,NA,25.5,ION,
TARA,2010-03-18,11:33:00,ION_39_25M,25.3,18.57,66.49,36.3,26.8,ION,
TARA,2010-07-15,15:36:10,ASE_66_30M,28.6,-34.89,18.07,35.3,15,AOS,
TARA,2010-07-12,11:03:22,IOS_65_30M,28.7,-35.25,26.31,NA,21.8,IOS,
TARA,2011-05-12,22:15:00,PSE_109_30M,29.8,2.08,-84.52,34.3,26.5,POS,
TARA,2011-03-12,19:36:38,PSE_93_35M,33.8,-33.88,-73.05,34.3,16.4,POS,
