,mean_freq,stdev,num_rxns,median_freq,core_rxns
TARA_SAMEA2621990_METAG_PIMBOAPG,0.6220117151748125,0.4615980479380705,1821,0.95,1138
MALA_SAMN05421699_METAG_BELIHAJM,0.5107462173314993,0.40624920659164804,2908,0.4666666666666667,1089
MARD_SAMN08954523_REFG_MMP08954523,0.999329140461216,0.013586007036101777,2385,1.0,2379
TARA_SAMN05326651_METAG_RED00034,0.47255056890012637,0.39372366553648275,3164,0.35,1042
GORG_SAMEA6072882_SAGS_AG910D13,0.4394387912426765,0.3876338800076183,3243,0.3,926
BGEO_SAMN07136559_METAG_GENGIDKH,0.5604141475211608,0.39694718323174033,3308,0.5833333333333334,1375
GORG_SAMEA6075703_SAGS_AG390G11,0.43787366912366915,0.38896093583174857,3256,0.3,949
GORG_SAMEA6074102_SAGS_AG916A19,0.7698874755381605,0.3991892765135416,2044,0.9833333333333333,1587
MARD_SAMN04488044_REFG_MMP04488044,0.9998373322488816,0.005702658541632517,2459,1.0,2459
GORG_SAMEA6077855_SAGS_AG337D17,0.3965996484289167,0.38516881044798257,3034,0.21666666666666667,783
TARA_SAMEA2620824_METAG_DOHFNEHC,0.7227980014275518,0.41205545970373764,2335,0.9833333333333333,1712
TARA_SAMEA2622657_METAG_MPNHHEOA,0.7443548387096773,0.41650260650773024,1798,0.9833333333333333,1350
MALA_SAMN05422133_METAG_JAFKHGKM,0.37334440753045395,0.37709433859062746,3010,0.2,711
BGEO_SAMN07136679_METAG_AECKPPGA,0.47460866947621916,0.3879013430671812,3322,0.36666666666666664,1054
MALA_SAMN05422148_METAG_BICMPFEL,0.9068871208354052,0.28265590857565487,2011,1.0,1827
TARA_SAMEA2622097_METAG_BMEACDEL,0.6762383392458284,0.42930239198945563,2537,0.95,1746
GORG_SAMEA6072164_SAGS_AG905M05,0.4240636081560284,0.38764647247710443,3008,0.26666666666666666,844
TARA_SAMEA2621247_METAG_FOKJHEGI,0.8892861377920077,0.30191680431519097,2811,1.0,2505
TARA_SAMEA4396489_METAG_PJHDHIHO,0.5860130718954247,0.44195653089142806,2805,0.8333333333333334,1570
MARD_SAMN09217665_REFG_MMP09217665,0.9992137240886348,0.026467519804739315,2798,1.0,2796
TARA_SAMEA2620081_METAG_LDLNNKOA,0.6552716168434588,0.4007193384240296,3111,0.8666666666666667,1721
MARD_SAMN04490369_REFG_MMP04490369,0.8460273122284294,0.31936652228304435,3222,1.0,2562
MALA_SAMN05422133_METAG_MPCMMFBL,0.7244614512471654,0.3774530512165389,3528,0.9833333333333333,2232
GORG_SAMEA6077388_SAGS_AG325K13,0.4779653536356615,0.4052211236647623,3021,0.35,1047
GORG_SAMEA6068189_SAGS_AH321C14,0.4843836615609044,0.4241601314707915,2285,0.6333333333333333,796
TARA_SAMEA2621551_METAG_HDAJGIEO,0.9999224806201551,0.002094945561229554,2150,1.0,2150
MARD_SAMN09074747_REFG_MMP09074747,0.7439759858097967,0.4101280359644887,2443,1.0,1831
TARA_SAMEA2622766_METAG_HMICCCOP,1.0,0.0,2147,1.0,2147
MARD_SAMD00036663_REFG_MMP00036663,0.7597996242955543,0.39662947510733726,3194,1.0,2437
MARD_SAMN09218204_REFG_MMP09218204,0.9352220613082306,0.23883106212830993,2762,1.0,2587
MARD_SAMN05216293_REFG_MMP05216293,0.8162769190117585,0.3688612771257695,2523,1.0,2067
TARA_SAMEA2619677_METAG_GGPMHKAL,0.7838283828382839,0.39267833749158165,2020,0.9833333333333333,1592
MARD_SAMN09579956_REFG_MMP09579956,0.9994263862332696,0.013994169694384391,2615,1.0,2611
MARD_SAMN09074692_REFG_MMP09074692,0.9998605299860529,0.004618636232608257,2629,1.0,2629
MARD_SAMN08886152_SAGS_MMP08886152,0.6153483992467041,0.4407856272257677,1947,0.8833333333333333,1229
TARA_SAMEA2621551_METAG_FEMOOLBM,0.7263627353815658,0.4145018131233031,3027,0.9833333333333333,2221
TARA_SAMEA4396941_METAG_HEODMAFM,0.8332477957626004,0.358531965055733,2533,1.0,2118
TARA_SAMEA2622336_METAG_HMCDOBEJ,0.3756807004917836,0.388205042716539,2779,0.18333333333333332,701
GORG_SAMEA6075993_SAGS_AG414L04,0.49031250000000004,0.40964502162305116,2720,0.48333333333333334,982
GORG_SAMEA6074559_SAGS_AG918E02,0.4464887640449438,0.3957262489901994,3204,0.31666666666666665,1005
MARD_SAMEA3495742_REFG_MMP3495742,0.8657332904194828,0.32788859943079296,3107,1.0,2696
MARD_SAMN08924931_REFG_MMP08924931,0.9997440043115063,0.00900180655258751,2474,1.0,2472
MARD_SAMN02470933_REFG_MMP02470933,0.7262768817204301,0.3794713312091372,2728,1.0,1747
MARD_SAMEA2272178_REFG_MMP2272178,0.9987823990355635,0.028381677981942043,2765,1.0,2759
TARA_SAMEA2619766_METAG_ECIEHDAN,0.6311075416857886,0.44052422510982364,2179,0.9166666666666666,1389
TARA_SAMEA2623098_METAG_NJIGAFGO,0.6683097718253969,0.39863811010283895,2688,0.9166666666666666,1550
GORG_SAMEA6074123_SAGS_AG916C10,0.5598576337751595,0.4107528018503936,3395,0.5833333333333334,1526
MARD_SAMN03729480_REFG_MMP03729480,0.7532108675517135,0.37550777567024096,3239,0.9833333333333333,2300
TARA_SAMEA2622766_METAG_HNKKLNLI,0.4203031350852928,0.39095834856297307,2892,0.26666666666666666,817
TARA_SAMEA4397255_METAG_OGHMFFIL,0.5220615620549895,0.4255065093198136,3043,0.65,1282
TARA_SAMEA2621812_METAG_FHDJJCEO,0.45187861271676305,0.3958832480649525,3114,0.30833333333333335,960
MARD_SAMN06074325_REFG_MMP06074325,0.7941083261307981,0.3855204056446091,2314,1.0,1846
MARD_SAMN05444274_REFG_MMP05444274,0.9988544600938968,0.02537953990826171,1775,1.0,1771
MARD_SAMN04490248_REFG_MMP04490248,0.8853594279262327,0.3063791005730412,2657,1.0,2360
TARA_SAMEA4397842_METAG_DGOAJPAF,0.8815900686740623,0.31561168437108844,2524,1.0,2226
MARD_SAMN08997828_REFG_MMP08997828,0.9987735605473792,0.029620155082929287,2582,1.0,2578
GORG_SAMEA6073939_SAGS_AG915E09,0.4922713864306785,0.398919995091578,3390,0.4,1201
TARA_SAMEA2622402_METAG_DDNIIICB,0.5534282700421941,0.43417230255983,2528,0.7166666666666667,1169
TARA_SAMEA4397118_METAG_PGCEFNEO,0.8176633045148894,0.3694662537517662,2776,1.0,2282
TARA_SAMEA4397355_METAG_CHGEDCLM,0.6000739754401537,0.4337461535588516,2253,0.8333333333333334,1257
MARD_SAMN08329936_REFG_MMP08329936,0.8758883248730965,0.31777031065896383,2561,1.0,2249
TARA_SAMEA2619907_METAG_HADLINKP,0.48678474114441417,0.3989981411277747,2936,0.36666666666666664,1038
TARA_SAMEA2619399_METAG_GLCECAEA,0.35392224128073185,0.3685783137424836,2915,0.18333333333333332,614
MARD_SAMEA4707913_REFG_MMP4707913,0.4858834244080146,0.4057445726745719,2745,0.35,977
TARA_SAMEA4396988_METAG_KCIJPEKM,0.7756613756613756,0.3787294472815356,3024,1.0,2276
MARD_SAMN10362902_REFG_MMP10362902,0.7726367404711353,0.3531722619672009,3297,1.0,2301
GORG_SAMEA6076582_SAGS_AG447K09,0.42942794279427937,0.3911641515900266,3030,0.2833333333333333,867
MALA_SAMN05422107_METAG_EOEMECJL,0.9990610328638497,0.021387228827530965,1846,1.0,1844
TARA_SAMEA2619531_METAG_GFEDGDLC,0.9988931931377975,0.020826525246373826,1807,1.0,1803
TARA_SAMEA2622837_METAG_KEABLLDN,0.7026867483173342,0.4040853839676155,3021,0.95,1976
MARD_SAMN08886334_SAGS_MMP08886334,0.5445590994371482,0.4329590828734048,2132,0.75,961
GORG_SAMEA6074158_SAGS_AG916E19,0.4653194888178913,0.3926317641679136,3130,0.36666666666666664,985
MARD_SAMN06090799_REFG_MMP06090799,0.9991154356479434,0.022779000923458935,2261,1.0,2257
TARA_SAMEA4396489_METAG_MGODDFLG,0.9990151515151516,0.022145306621341093,2200,1.0,2196
GORG_SAMEA6079335_SAGS_AG470D02,0.41242020988856426,0.3801907453840757,3081,0.2833333333333333,802
TARA_SAMN05326644_METAG_PON00005,0.7084186575654152,0.42835443404873713,2637,0.9833333333333333,1877
TARA_SAMEA4397215_METAG_AJJFEKGE,0.8990895061728394,0.2936686193708014,2160,1.0,1941
MARD_SAMN04965933_REFG_MMP04965933,0.9998680912808338,0.004687865519451684,2527,1.0,2527
MARD_SAMN06109290_REFG_MMP06109290,0.7657095811464444,0.35063710053535524,3239,1.0,2204
TARA_SAMEA4398341_METAG_ALGPCEID,0.5216247768163714,0.43523916815045016,2427,0.7166666666666667,1034
MARD_SAMN08324238_REFG_MMP08324238,0.8531266560678326,0.3149336698240093,3145,1.0,2598
TARA_SAMEA4397569_METAG_ALILFCPM,0.5104701567189063,0.41600976163329584,2999,0.4166666666666667,1184
TARA_SAMEA2622823_METAG_BHGDDDOD,0.8590080233406273,0.33573242916302454,2742,1.0,2361
TARA_SAMEA2619531_METAG_PJILNKKJ,0.4360975303998998,0.4022839780286004,2659,0.26666666666666666,813
TARA_SAMEA2619974_METAG_CFJLDOFD,0.24659490643028004,0.32076003829672056,2369,0.08333333333333333,282
MARD_SAMN09228975_REFG_MMP09228975,0.7468675003157761,0.4066251186442343,2639,0.9833333333333333,1991
TARA_SAMEA2623673_METAG_KLJKLHKJ,0.9987070992007522,0.03200562947524258,1418,1.0,1416
TARA_SAMN05326646_METAG_PSW00004,0.45722794591113974,0.40207736172787817,3106,0.31666666666666665,1020
TARA_SAMEA2620824_METAG_MNBKNHDJ,0.9102053140096618,0.27747779462968386,2208,1.0,2014
MARD_SAMD00041816_REFG_MMP00041816,0.8639633817985998,0.28864101172759987,3095,1.0,2501
GORG_SAMEA6074741_SAGS_AG919F03,0.47603874883286645,0.4003220276701639,2856,0.45,920
TARA_SAMN05326650_METAG_MED00003,0.6413948919449901,0.4410151999493966,2545,0.9166666666666666,1660
TARA_SAMN05326645_METAG_PSE00025,1.0,0.0,2113,1.0,2113
TARA_SAMEA2622149_METAG_GPKILDCF,0.7155002934272301,0.42728419518292043,2272,0.9666666666666667,1639
MARD_SAMN08100003_REFG_MMP08100003,0.7746628859483301,0.38650192443073195,2645,1.0,2077
TARA_SAMEA2620259_METAG_DNKGKCGO,0.6483833718244804,0.4456559958032918,2165,0.9333333333333333,1421
TARA_SAMEA2622801_METAG_BCPHODBE,0.7376111303544625,0.415819514075543,2887,0.9833333333333333,2143
MARD_SAMN05444484_REFG_MMP05444484,0.850926273626236,0.34437354649333446,2663,1.0,2273
MARD_SAMN09205228_REFG_MMP09205228,0.842249394981531,0.29542342687924633,2617,1.0,1950
MARD_SAMN04488013_REFG_MMP04488013,0.9041599714336725,0.28472162850748434,1867,1.0,1693
GORG_SAMEA6069625_SAGS_AG891P06,0.7249223946784923,0.4250206166031148,2255,0.9833333333333333,1645
MARD_SAMN02471646_REFG_MMP02471646,0.659815873015873,0.4264513566799193,2625,0.9166666666666666,1771
TARA_SAMEA2623116_METAG_NIJBHEFL,0.7557374631268436,0.4055014570971222,2260,0.9833333333333333,1726
GORG_SAMEA6069632_SAGS_AG891P20,0.5257774140752864,0.41015752922980103,3055,0.55,1204
MARD_SAMN10076538_REFG_MMP10076538,0.9994424044607643,0.019515842247605976,2451,1.0,2449
GORG_SAMEA6073873_SAGS_AG914P22,0.4050437902289754,0.38518185247738534,3159,0.25,832
TARA_SAMEA4398094_METAG_EINFCOHD,0.9998609179415855,0.004566468259677267,2157,1.0,2157
TARA_SAMEA2619766_METAG_ECLCIBOP,0.4498604850826357,0.40153932900653294,3106,0.2833333333333333,1014
TARA_SAMEA2622837_METAG_DMCHDHDD,0.5027217856736135,0.40513408120659894,2927,0.36666666666666664,1095
TARA_SAMEA4397196_METAG_BMMPCMEC,0.9999071925754062,0.00258790513714303,2155,1.0,2155
MARD_SAMN05421855_REFG_MMP05421855,0.9030078285949732,0.21237019222660214,2427,1.0,1919
TARA_SAMEA4398413_METAG_AHGHCJIP,0.3365877712031558,0.36645635003290666,3042,0.15,618
TARA_SAMEA4398238_METAG_FCEBGBPC,0.7510515418982239,0.39207490739471795,3059,1.0,2334
TARA_SAMEA2622219_METAG_GIOFANNH,0.9993314231136581,0.016933797960401675,2094,1.0,2092
GORG_SAMEA6071177_SAGS_AG899M14,0.9998904949627683,0.0030198377689520254,1522,1.0,1522
TARA_SAMEA2620081_METAG_OGNNFGIH,0.3881338028169014,0.3862455034250426,2840,0.2,726
TARA_SAMEA2621242_METAG_HOBIHNJG,0.999756789623024,0.0085401127308557,2467,1.0,2465
TARA_SAMEA2623295_METAG_BDDDBLBO,0.5581225236208474,0.4009969922940993,3281,0.5833333333333334,1361
MARD_SAMN05421636_REFG_MMP05421636,0.998873101420872,0.01839365181205807,2041,1.0,2035
TARA_SAMEA2623116_METAG_MCLFJCFB,0.7042117930204573,0.42958839790643555,2493,0.9666666666666667,1774
TARA_SAMEA2622518_METAG_AJBENJFF,0.40532791928140766,0.3918355755966907,2709,0.25,740
TARA_SAMEA2622402_METAG_MGOGGEKB,0.3937086092715232,0.38134226984032765,3020,0.21666666666666667,760
TARA_SAMEA2621812_METAG_NHHPCCBJ,0.8921134612231514,0.30144664077403693,2033,1.0,1815
TARA_SAMEA4397730_METAG_BACKMNIB,0.5850691290745786,0.3975040504411148,3303,0.6666666666666666,1499
TARA_SAMEA2621423_METAG_MMFGIHGM,0.5057951017592273,0.41342278934934557,2899,0.4,1115
GORG_SAMEA6075686_SAGS_AG390F15,0.4439635535307516,0.3994407854616301,3073,0.3,958
TARA_SAMEA2621101_METAG_HCGFDFOF,0.8650948991696322,0.3292751046398857,2248,1.0,1952
TARA_SAMN05326650_METAG_MED00050,1.0,0.0,1407,1.0,1407
TARA_SAMEA2622843_METAG_OFHGMBOK,0.5481645268663814,0.40235854656097897,3505,0.5333333333333333,1443
TARA_SAMEA4397930_METAG_ONGLCALM,0.9990136876006442,0.021445734240991717,1656,1.0,1654
TARA_SAMEA2619840_METAG_AAMJJFEI,0.4545261762756792,0.4171979531532846,2515,0.21666666666666667,814
GORG_SAMEA6073834_SAGS_AG914N11,0.9998811222063718,0.00314633307104026,1402,1.0,1402
TARA_SAMEA4398067_METAG_KGGLPANE,0.915143985728848,0.27041524866150357,2616,1.0,2397
TARA_SAMEA2620929_METAG_IIMOKGAG,0.7477157622739018,0.36490613111746245,3225,1.0,2148
TARA_SAMEA2620570_METAG_EHBAIJHL,0.8202866043613706,0.30698955003232525,2675,1.0,1908
TARA_SAMEA2622673_METAG_LBCDKIFK,0.6796725440806046,0.44739893086244,1985,0.9666666666666667,1356
MARD_SAMN09478201_REFG_MMP09478201,0.9244062101726336,0.25685125997899494,2877,1.0,2664
MARD_SAMN09074797_REFG_MMP09074797,0.7954907906558849,0.34728980305731294,2968,1.0,2232
MARD_SAMN04487972_REFG_MMP04487972,0.9993189102564103,0.017150076069590608,2496,1.0,2492
TARA_SAMEA2622696_METAG_KGIODGLG,0.8470382337102855,0.3470626800124987,2476,1.0,2102
TARA_SAMEA2621222_METAG_DGLCEMDP,1.0,0.0,1511,1.0,1511
GORG_SAMEA6078473_SAGS_AG453G16,0.7074683737235178,0.4209566978671842,2187,0.9666666666666667,1568
TARA_SAMEA2622316_METAG_KKLDCCPA,0.44172149122807025,0.402858734391853,3040,0.26666666666666666,971
TARA_SAMEA2621277_METAG_DGJKBAEL,0.7049628942486086,0.42795472587410677,2156,0.9666666666666667,1537
MARD_SAMN05421868_REFG_MMP05421868,0.7842727505112475,0.3744021238468268,2608,1.0,2079
TARA_SAMEA2623850_METAG_CEBGFOCO,0.4117217391304348,0.3835148177354164,2875,0.25,767
GORG_SAMEA6074459_SAGS_AG917M15,0.41102123913282707,0.39344638461020454,3029,0.23333333333333334,861
MALA_SAMN05422183_METAG_NDBHJICO,0.5757209926224011,0.43748867014923315,2485,0.8,1294
MARD_SAMN04488094_REFG_MMP04488094,0.8144015484410965,0.3659676692320245,3186,1.0,2608
MARD_SAMN05444851_REFG_MMP05444851,0.8320256689671873,0.35605643975970025,2753,1.0,2303
TARA_SAMEA2622452_METAG_KMELJFJB,0.4242140766195749,0.39546798725511484,2619,0.25,727
TARA_SAMEA4398094_METAG_HLGDABHH,0.8589544235924932,0.33406921187776834,1865,1.0,1609
