,mean_freq,stdev,num_rxns,median_freq,core_rxns
TARA_SAMEA4397920_METAG_LNPJJCHL,0.6957004002287022,0.39257119204039687,2915,0.9666666666666667,1840
MARD_SAMN10363320_REFG_MMP10363320,0.9068239795918369,0.28317351278904684,2352,1.0,2135
TARA_SAMEA4397295_METAG_BEKHEJEB,0.8782157403757719,0.3169027918471199,2537,1.0,2230
MARD_SAMN02470140_REFG_MMP02470140,0.730283804066039,0.407964436878181,2443,0.9833333333333333,1816
TARA_SAMEA4397489_METAG_DDCHKMAM,0.7728146657724122,0.38503325658340576,2982,1.0,2328
GORG_SAMEA6074321_SAGS_AG917B07,0.48393894450624153,0.42606396453567336,2697,0.3333333333333333,998
TARA_SAMEA4397390_METAG_EJBOOLAH,0.8247662798194713,0.3627546721619252,2068,1.0,1713
MARD_SAMN05660420_REFG_MMP05660420,0.8052739726027398,0.32529967487573525,2920,1.0,2116
TARA_SAMEA2621242_METAG_AIOKPNEJ,0.9089429012345679,0.28018120332480356,2160,1.0,1963
TARA_SAMEA4398150_METAG_NLMLODFG,0.3363255128641051,0.3688029408750407,2941,0.13333333333333333,623
TARA_SAMEA2621066_METAG_GKDCKBON,0.3510252100840336,0.36982395619224395,2975,0.18333333333333332,639
MARD_SAMN09478228_REFG_MMP09478228,0.9990064794816413,0.022103049694207247,2315,1.0,2311
TARA_SAMEA2621839_METAG_HILMGKBK,0.9990928270042194,0.025489780402305144,1580,1.0,1578
MARD_SAMN05897984_REFG_MMP05897984,0.849275939949515,0.34489072597897186,2509,1.0,2139
MARD_SAMN05444006_REFG_MMP05444006,0.9998513714362923,0.005218957779967372,2467,1.0,2467
TARA_SAMEA2622690_METAG_PCAJHLNK,0.4049389060180427,0.38801865322080004,2919,0.23333333333333334,789
MARD_SAMN02441242_SAGS_MMP02441242,0.510410349706893,0.4078524060769307,3298,0.4166666666666667,1262
TARA_SAMN05326645_METAG_PSE00020,0.9983606557377049,0.03392560902369804,1830,1.0,1826
TARA_SAMEA2591122_METAG_AIFDONOC,0.4502409638554216,0.3967413697746343,2905,0.26666666666666666,910
MARD_SAMN06133460_REFG_MMP06133460,0.7889931207004377,0.34634434081315757,3198,1.0,2290
TARA_SAMEA2619667_METAG_BPBCELAF,0.8621126465661642,0.33488746752920595,1592,1.0,1376
MARD_SAMN05216224_REFG_MMP05216224,0.9151798307475316,0.2715041874316862,2836,1.0,2597
MALA_SAMN05422136_METAG_MLBOFNBE,0.8372567968045355,0.351523775879634,2587,1.0,2178
TARA_SAMEA2623135_METAG_JEBBDGCH,0.557870855148342,0.4399359166073192,2865,0.7833333333333333,1392
GORG_SAMEA6077196_SAGS_AG319P17,0.9983804689388446,0.02726950348807756,1379,1.0,1375
GORG_SAMEA6073584_SAGS_AG913K11,0.4878216855714111,0.4098281910329268,2733,0.4,975
TARA_SAMEA4397051_METAG_NCANKMIH,0.6497397563676632,0.42199421869450676,3010,0.9166666666666666,1783
MARD_SAMN09478215_REFG_MMP09478215,0.9994891443167306,0.011165479520707866,2349,1.0,2345
TARA_SAMEA2621191_METAG_JOABIJEI,0.9998779557589628,0.004033003181660535,2185,1.0,2185
MARD_SAMN10276034_REFG_MMP10276034,0.9357901975493873,0.23847132046421593,2666,1.0,2498
MARD_SAMD00053329_REFG_MMP00053329,0.7740635282207038,0.34805753273785156,2634,1.0,1830
TARA_SAMEA4398413_METAG_BAAIACAP,0.3749796535286594,0.37307968239931166,2867,0.23333333333333334,656
TARA_SAMEA4397118_METAG_GHBEGJFO,0.919417028556389,0.264894847034625,2533,1.0,2332
GORG_SAMEA6067870_SAGS_AH287M04,0.3842268041237113,0.38107262252474455,2910,0.2,732
TARA_SAMEA4397815_METAG_FBKIEFLJ,0.8030718743275232,0.3500467340686674,3098,1.0,2288
TARA_SAMEA4398315_METAG_OCCFADGL,0.9996568627450981,0.006447425889384214,2040,1.0,2040
TARA_SAMEA4397489_METAG_NNDDOPIC,0.5927098894532418,0.39982600202620466,3347,0.7,1582
TARA_SAMEA4397295_METAG_PFFAEIFD,0.4116081110388202,0.38537035018148175,3074,0.23333333333333334,823
TARA_SAMEA2619678_METAG_LACPHMHC,0.4549511599511599,0.41091660564770754,2730,0.25,856
TARA_SAMEA4397798_METAG_KKNFBHFK,0.45352960312296686,0.3966640475810062,3074,0.3,956
MARD_SAMN08886272_SAGS_MMP08886272,0.3889961850262279,0.3775196564170754,2796,0.21666666666666667,710
TARA_SAMEA2622696_METAG_IIPLOOAE,0.4156370219506676,0.389308970924707,2946,0.25,811
MARD_SAMD00036772_REFG_MMP00036772,0.8376180101670299,0.3547290177654181,1836,1.0,1544
MARD_SAMN07998568_REFG_MMP07998568,0.9986914947156518,0.028383178886497797,1987,1.0,1983
MARD_SAMN06134495_REFG_MMP06134495,0.9012991230919131,0.2785932300701201,3079,1.0,2784
TARA_SAMEA2622316_METAG_LJODPAND,0.6059243514279485,0.41940108249809,3058,0.8,1559
MARD_SAMN05444417_REFG_MMP05444417,0.7932976554536186,0.3806063040743127,2616,1.0,2093
BGEO_SAMN07136633_METAG_MEBLICNP,0.46594682230868995,0.3996159933146572,2570,0.4,794
TARA_SAMEA2621812_METAG_GBDELEPJ,0.6422509465987726,0.4159101167659026,2553,0.8666666666666667,1403
MARD_SAMN08886421_SAGS_MMP08886421,0.3599874921826141,0.3730834684778154,2665,0.18333333333333332,596
TARA_SAMEA2622149_METAG_MAIBIKAE,0.3606199389353511,0.37564294681349564,2511,0.16666666666666666,549
GORG_SAMEA6079561_SAGS_AG426D09,0.5690225462400432,0.4461580480709385,2469,0.8333333333333334,1442
GORG_SAMEA6077398_SAGS_AG325L02,0.8261875511875512,0.36918977280416415,1628,1.0,1348
MARD_SAMN08886610_SAGS_MMP08886610,0.5937240829346092,0.4192261663896189,2090,0.8166666666666667,1100
TARA_SAMN05326651_METAG_RED00019,0.8896551724137932,0.304490367188552,2291,1.0,2041
TARA_SAMEA4397489_METAG_PKJFCHJO,0.806882920590629,0.3683480656716298,2867,1.0,2335
TARA_SAMEA2621076_METAG_PGLLOIOI,0.854320987654321,0.339830635293724,2025,1.0,1734
GORG_SAMEA6070321_SAGS_AG895E03,0.5827235005658243,0.44347321890750724,2651,0.8333333333333334,1435
BGEO_SAMN07136638_METAG_DGPHMCDG,0.5857384295371815,0.4395685011590312,2564,0.8333333333333334,1383
GORG_SAMEA6073345_SAGS_AG912G22,0.9990220048899756,0.021788712752848424,1636,1.0,1634
GORG_SAMEA6073676_SAGS_AG914B14,0.5531933508311462,0.4069772471392456,2667,0.5333333333333333,1184
GORG_SAMEA6076642_SAGS_AG447N08,0.42738335576491704,0.38976396579004713,2972,0.26666666666666666,831
MARD_SAMN02436114_REFG_MMP02436114,0.9070250555026959,0.2823867183833611,2102,1.0,1907
TARA_SAMEA2622219_METAG_PPKFNHCK,0.7133411124076235,0.41968435623366024,2571,0.9666666666666667,1863
TARA_SAMEA4397722_METAG_AFBMIOFG,0.752880658436214,0.39988820333941183,2754,1.0,2097
MARD_SAMN06264851_REFG_MMP06264851,0.8314936741544023,0.3582600851745892,2582,1.0,2157
TARA_SAMEA2622478_METAG_GKAPCMJJ,0.4759637850467289,0.3952646958062907,3424,0.36666666666666664,1128
TARA_SAMN05326641_METAG_ANW00010,0.9998561527396365,0.005134359517574958,2549,1.0,2549
MARD_SAMN02745781_REFG_MMP02745781,0.9426291079812207,0.20266620589492815,2840,1.0,2676
BGEO_SAMN07136523_METAG_CHAJOAGH,0.43984070796460173,0.39297872848058124,2825,0.31666666666666665,838
MARD_SAMN04487992_REFG_MMP04487992,0.999033579033579,0.022084002728077562,2035,1.0,2031
GORG_SAMEA6073557_SAGS_AG913I06,0.810217803030303,0.37859795647201017,1760,1.0,1431
TARA_SAMEA4397023_METAG_CBCMPIEM,0.7442507645259938,0.40900839529926525,2725,0.9833333333333333,2046
MARD_SAMN05216376_REFG_MMP05216376,0.9273882459723167,0.2521830259974891,2938,1.0,2729
MARD_SAMN05444365_REFG_MMP05444365,0.9988670561161268,0.029145592282537665,1883,1.0,1881
TARA_SAMEA4398238_METAG_DNPPHHEA,0.9990781893004115,0.020949299877625942,2025,1.0,2023
TARA_SAMN05326645_METAG_PSE00086,0.6545974690360797,0.38464970810888355,2476,0.875,1338
MARD_SAMN08886162_SAGS_MMP08886162,0.5350666061156525,0.4302898141365018,2202,0.7166666666666667,932
BGEO_SAMN07136727_METAG_DFLFBMEC,0.5553732762719924,0.4025728719462339,3505,0.55,1495
TARA_SAMEA2622710_METAG_IBPFDOMA,0.5456106377485154,0.42088551412398634,2582,0.6666666666666666,1076
BGEO_SAMN07136915_METAG_INDFLPMF,0.5495568400770713,0.44498850993951394,2595,0.8,1301
GORG_SAMEA6076615_SAGS_AG447L22,0.44818840579710145,0.3996004652649918,3082,0.3,933
TARA_SAMEA4397330_METAG_INBJHHPP,0.9990694882185203,0.026876699593221046,2221,1.0,2219
MARD_SAMN09007269_SAGS_MMP09007269,0.7503469852104664,0.4025976559075013,2930,1.0,2221
TARA_SAMEA2621502_METAG_NLHALEFI,0.8719027905550445,0.32107192976468085,2174,1.0,1904
TARA_SAMEA2621021_METAG_BMDCHEJH,0.9994867008866076,0.01679829493947549,2143,1.0,2141
MARD_SAMN09939628_REFG_MMP09939628,0.7943748464750676,0.3813712615669749,2714,1.0,2174
MARD_SAMN05410694_REFG_MMP05410694,0.9992875024070864,0.02095517937168739,1731,1.0,1729
TARA_SAMN05326650_METAG_MED00004,0.7867969348659004,0.3424978422442173,2175,1.0,1431
MARD_SAMN03079717_REFG_MMP03079717,0.9552457075192422,0.1431506090646151,2815,1.0,2564
TARA_SAMEA2621176_METAG_DCJMIKAH,0.5115141955835962,0.4207964264837797,2853,0.5833333333333334,1123
GORG_SAMEA6075658_SAGS_AG390E04,0.5107039481301378,0.41555347056212677,2879,0.5833333333333334,1092
TARA_SAMEA2620980_METAG_LIFHMBKJ,0.6698982398239823,0.42901657265497356,2424,0.9333333333333333,1654
TARA_SAMEA2623756_METAG_HDODALJM,0.9983762254901961,0.032580278272931806,2176,1.0,2170
GORG_SAMEA6074285_SAGS_AG916O20,0.4435188015897279,0.38908783555455884,3271,0.3,960
TARA_SAMEA2623463_METAG_OKKPDMJP,0.657607539139687,0.4479650204759984,2193,0.95,1454
GORG_SAMEA6076728_SAGS_AG313C04,0.526586421708373,0.4040646712987913,3157,0.4666666666666667,1251
TARA_SAMEA4397409_METAG_KPGCMJHM,0.9991719622568842,0.021103650241312062,1731,1.0,1729
TARA_SAMEA2621859_METAG_BLBOAJGJ,0.9985523594660651,0.03232248262974271,1773,1.0,1769
MARD_SAMN08271789_SAGS_MMP08271789,0.9998817966903074,0.003969061876959796,2256,1.0,2256
TARA_SAMEA2623079_METAG_OAONAFLK,0.4021440915964571,0.37937791210417626,3086,0.25,785
MARD_SAMN04488102_REFG_MMP04488102,0.9998100664767332,0.005624725731620011,1755,1.0,1755
BGEO_SAMN07136708_METAG_JGHHNJEM,0.7597290352721326,0.3635918036106168,2854,1.0,1950
MALA_SAMN05422160_METAG_PIKPJNFK,0.3952060764537418,0.3977549886146991,2677,0.2,740
TARA_SAMEA4398370_METAG_PFIHJIDJ,0.5365585649798051,0.4131438626592633,2806,0.5166666666666667,1159
MARD_SAMN04487931_REFG_MMP04487931,0.9085920852359209,0.28038079771009067,2190,1.0,1992
TARA_SAMEA2620734_METAG_JNCELEHI,0.5862853628536285,0.4392924187897228,2710,0.8333333333333334,1487
TARA_SAMEA4398238_METAG_IHHCIKGJ,0.7470893141945772,0.40174285057006315,2926,0.9833333333333333,2216
MALA_SAMN05421901_METAG_NCIHGEED,0.8964839094159713,0.2781864772068051,2517,1.0,2252
TARA_SAMEA2622733_METAG_AHBMDFAL,0.5548323115759105,0.41798119832815683,2773,0.7,1208
TARA_SAMN05326644_METAG_PON00002,0.7930562387276603,0.38788946893403436,2033,1.0,1618
GORG_SAMEA6074282_SAGS_AG916O13,0.43313619466035824,0.3927932629325858,2959,0.2833333333333333,864
TARA_SAMEA2620979_METAG_JIIDHDLK,0.4595228909465021,0.3981564246891113,2592,0.35,833
TARA_SAMEA2620035_METAG_EOHBKGBH,0.44050717384050714,0.39562123879374883,2997,0.2833333333333333,905
MARD_SAMN04488099_REFG_MMP04488099,0.7870117474302496,0.3840989516529803,2270,1.0,1808
TARA_SAMEA2620230_METAG_DNABOCAK,0.44269662921348313,0.39606106325125184,3026,0.2833333333333333,924
BATS_SAMN08390925_METAG_EOIDLNJP,0.5244129046967624,0.42314839541336335,2924,0.6666666666666666,1185
TARA_SAMEA2620967_METAG_PFAAIKDN,0.7271138807429129,0.41788224052641404,2728,0.9833333333333333,2000
TARA_SAMEA2591057_METAG_NHGLBGIG,0.6654192789968653,0.43118438915734497,2552,0.9333333333333333,1729
MARD_SAMEA3542246_REFG_MMP3542246,0.9999181669394436,0.00286006230005,2444,1.0,2444
MALA_SAMN05422120_METAG_BOFCDAAO,0.8811216153127918,0.31285811635045774,2856,1.0,2523
BGEO_SAMN07136658_METAG_LFJIAKLF,0.4325542878174457,0.39244927291407844,2717,0.3,780
MARD_SAMN08886304_SAGS_MMP08886304,0.356850207223209,0.3804854216213169,2815,0.16666666666666666,645
MARD_SAMN05728473_REFG_MMP05728473,0.8438921063921063,0.3463951388066235,3108,1.0,2635
GORG_SAMEA6077834_SAGS_AG337C14,0.433817089316631,0.3882627321117456,3273,0.3,950
MARD_SAMD00036604_REFG_MMP00036604,0.9998570500324886,0.005118327140015673,2565,1.0,2565
GORG_SAMEA6077964_SAGS_AG337K10,0.5171100362756953,0.41306511256107403,2481,0.65,939
TARA_SAMEA2623295_METAG_CHHADNEF,0.3950692041522491,0.38325670447901533,2890,0.25,739
TARA_SAMEA4398238_METAG_MBGMDCJJ,0.9166452442159383,0.2674072932683549,3112,1.0,2858
TARA_SAMEA2623868_METAG_FIADHPBB,0.3527106466361855,0.37121081678215084,3062,0.16666666666666666,666
TARA_SAMEA2622822_METAG_IEDPHKED,0.8433782569631626,0.35530267321047787,1855,1.0,1566
TARA_SAMEA4397034_METAG_ALFDNADB,0.6958653198653199,0.41985009686033126,2475,0.9666666666666667,1756
GORG_SAMEA6072453_SAGS_AG908B08,0.4258028792912514,0.3792897270996786,3311,0.2833333333333333,886
MARD_SAMD00046758_REFG_MMP00046758,0.9146676046429827,0.2506278961419814,2843,1.0,2600
TARA_SAMEA2621839_METAG_IANCHAII,0.4881583305730374,0.4118074260105552,3019,0.36666666666666664,1102
GORG_SAMEA6073622_SAGS_AG913N09,0.42261491532554957,0.38103879679242725,3169,0.2833333333333333,863
MARD_SAMN05421769_REFG_MMP05421769,0.99977140482128,0.0064717054878457615,1604,1.0,1604
MARD_SAMN08149906_REFG_MMP08149906,0.9990518759311933,0.027415048547034738,2461,1.0,2457
MARD_SAMN09381308_REFG_MMP09381308,0.6536502651375016,0.4247743558776726,2703,0.9166666666666666,1651
GORG_SAMEA6077561_SAGS_AG333D04,0.8818033854166667,0.31536722523748334,2048,1.0,1808
GORG_SAMEA6076488_SAGS_AG447E07,0.3864872125510423,0.37040034686800305,3102,0.25,728
TARA_SAMEA2621509_METAG_MPBCKPHO,0.8395519505600617,0.3518689777968494,2589,1.0,2181
MARD_SAMN09709391_REFG_MMP09709391,0.9593080724876442,0.14512777623098697,3035,1.0,2800
MARD_SAMN02436096_REFG_MMP02436096,0.8277051323962078,0.3216787732073939,3059,1.0,2344
TARA_SAMEA2622765_METAG_LCCLODIH,0.9997588220360498,0.008737501212190838,2626,1.0,2624
TARA_SAMEA2623673_METAG_LIGJOFMP,0.5001816200508536,0.4086238872289006,2753,0.4166666666666667,1012
GORG_SAMEA6074198_SAGS_AG916I17,0.4150066605184957,0.3791543302401443,3253,0.26666666666666666,878
GORG_SAMEA6074913_SAGS_AG920D05,0.44893083862345473,0.3873021320354653,2993,0.31666666666666665,870
TARA_SAMEA2620980_METAG_DNPBFBJC,0.6155028857980889,0.39600571553483843,3523,0.75,1718
GORG_SAMEA6071173_SAGS_AG899M07,0.6065827546296296,0.4519766472512643,2304,0.9,1416
TARA_SAMEA4397409_METAG_AGGOFNMM,0.7969257950530036,0.34406743544206253,2830,1.0,2075
TARA_SAMEA2623155_METAG_PHNCPJBF,0.6409235668789809,0.435541175524144,2512,0.9,1643
TARA_SAMEA2623868_METAG_MMHACAKM,0.49279835390946497,0.4198905191063371,2754,0.55,1016
MARD_SAMN02436143_REFG_MMP02436143,0.7729309165526677,0.3468014049064158,2924,1.0,2020
MARD_SAMN10075489_REFG_MMP10075489,0.999808282208589,0.006921781775494092,2608,1.0,2606
TARA_SAMEA4397445_METAG_FHNBJKON,0.7827074391988554,0.38333878517122766,2796,1.0,2209
TARA_SAMEA4398094_METAG_OJMOCGOF,0.7126848192065584,0.4168821985754799,2277,0.9833333333333333,1648
MARD_SAMN04488050_REFG_MMP04488050,0.9997988403739203,0.005561773183090386,2817,1.0,2817
MARD_SAMN04489800_REFG_MMP04489800,0.8880569514237856,0.27891808807148477,2985,1.0,2562
TARA_SAMEA2621287_METAG_BBCLLGLF,0.6820334431832052,0.3972737768149298,2731,0.95,1625
MARD_SAMN05231708_REFG_MMP05231708,0.7584719405003381,0.40208271363380915,2465,1.0,1885
MARD_SAMN08886339_SAGS_MMP08886339,0.7070118074477748,0.43133525820850804,1835,0.9666666666666667,1309
GORG_SAMEA6078463_SAGS_AG453G04,0.8715727841712094,0.32475811708882457,1651,1.0,1443
TARA_SAMEA4397815_METAG_KENMEGKD,0.620431231949009,0.39111143886490674,3347,0.75,1646
BGEO_SAMN07136549_METAG_OJHCOCHK,0.6045691056910569,0.40706902141328233,3075,0.7833333333333333,1520
TARA_SAMEA2619548_METAG_MEFBDCCD,0.4739524348810872,0.3925417396585582,2649,0.38333333333333336,838
MARD_SAMN02436130_REFG_MMP02436130,0.8721931589537224,0.32185566395206233,2485,1.0,2174
TARA_SAMEA4397472_METAG_AMLOAKEN,0.5557170215162781,0.4187375664491859,2959,0.6166666666666667,1282
TARA_SAMEA2623756_METAG_PBPNDPGI,0.4476107631639991,0.3967545049320525,2874,0.3,882
TARA_SAMEA4397426_METAG_JPDADBFL,0.7665632146357398,0.38325078230016174,3061,1.0,2386
TARA_SAMEA4397072_METAG_AOKLNJHN,0.5261770802487415,0.40061985094784835,3377,0.4666666666666667,1335
TARA_SAMEA2621551_METAG_IBCCMGFG,0.5281269254467036,0.41003810586030337,3246,0.43333333333333335,1347
TARA_SAMEA2620384_METAG_PFNFNGAP,0.9146693521315877,0.27061763440507536,1986,1.0,1820
MARD_SAMN06091621_REFG_MMP06091621,0.8410982184716362,0.34835140540615733,2844,1.0,2402
TARA_SAMEA2623808_METAG_IEJMJGKD,0.45049822064056944,0.3984922595822325,2810,0.3,887
TARA_SAMEA4396941_METAG_EHPFJEKM,0.9445840312674484,0.2223896988524818,2985,1.0,2823
TARA_SAMEA4397023_METAG_FMECILJE,0.99970875200233,0.008121588734655462,2289,1.0,2287
MARD_SAMN09279961_REFG_MMP09279961,0.5451786439301665,0.40848862251983037,1642,0.55,685
TARA_SAMEA2622545_METAG_OECGPLDK,0.9991039426523298,0.021322256991797354,1860,1.0,1858
TARA_SAMEA4397004_METAG_FNGMFNEC,0.5705400696864111,0.4277142346933374,2870,0.7666666666666667,1387
TARA_SAMEA4397472_METAG_PEDCECLL,0.7157885368458526,0.41279950447233765,2809,0.9666666666666667,2041
TARA_SAMEA2622695_METAG_CNIBEHFE,0.783022340695608,0.35297317458539773,2626,1.0,1824
TARA_SAMEA4397004_METAG_OCACEJAG,0.6401179453262786,0.41248479096186785,3024,0.9,1645
TARA_SAMEA2621155_METAG_FLNGPOHE,0.4515025152237225,0.40880539765000506,2518,0.26666666666666666,786
TARA_SAMN05326648_METAG_IOS00016,0.5620589394835402,0.40680385623126464,3382,0.5666666666666667,1466
TARA_SAMEA2622678_METAG_LCCFEJME,0.9998347107438016,0.005748407198823802,2420,1.0,2420
MARD_SAMN09684816_REFG_MMP09684816,1.0,0.0,2595,1.0,2595
GORG_SAMEA6078903_SAGS_AG461B21,0.3691898386543082,0.3679268114588013,2913,0.21666666666666667,649
GORG_SAMEA6069629_SAGS_AG891P17,0.42978414279784144,0.3925636597606017,3212,0.26666666666666666,929
TARA_SAMEA2623463_METAG_PPLLMEMB,0.8418422965116279,0.29491320221713285,2752,1.0,2058
MARD_SAMN02745751_REFG_MMP02745751,0.8992562102830735,0.2924153195186446,2308,1.0,2078
TARA_SAMEA2622801_METAG_LKEPJGOM,0.772891205367841,0.34940389215506357,2782,1.0,1924
TARA_SAMEA4396496_METAG_FKEMGOGJ,0.49941222570532917,0.41356691306043364,2552,0.4166666666666667,971
GORG_SAMEA6068251_SAGS_AH321G13,0.6446781868269471,0.42790012918557896,2662,0.9,1585
TARA_SAMN05326650_METAG_MED00117,0.5498913580246914,0.4023892387182594,3375,0.5333333333333333,1406
TARA_SAMEA2619907_METAG_GKNNNLDM,0.6731818181818182,0.4311409978447774,2970,0.9333333333333333,2032
TARA_SAMEA2622545_METAG_KEGJKDAO,0.48510879722333466,0.4132449867991364,2497,0.43333333333333335,882
MARD_SAMEA3368566_SAGS_MMP3368566,0.4214242424242425,0.3976013981491197,2750,0.21666666666666667,730
TARA_SAMEA2619782_METAG_ICHHLBDI,0.5697357440890125,0.3977995199422469,3595,0.5666666666666667,1564
GORG_SAMEA6079833_SAGS_AG430F03,0.39559986816084375,0.3777869330439441,3034,0.23333333333333334,754
MARD_SAMN04488513_REFG_MMP04488513,0.9991308325709057,0.020056032920156612,2186,1.0,2184
MARD_SAMN08277291_REFG_MMP08277291,0.7920211487623168,0.33006211996920287,2774,1.0,1931
MARD_SAMN10134659_REFG_MMP10134659,0.9258609486679661,0.2558151902860532,2565,1.0,2377
TARA_SAMEA2623627_METAG_HBMIGJPF,0.6502194907813872,0.44217713350620985,2278,0.9333333333333333,1506
GORG_SAMEA6073459_SAGS_AG912P19,0.45471954534222886,0.4126808064751127,2698,0.25,878
TARA_SAMEA4396971_METAG_IONKBFJI,0.36093397745571654,0.37213643315998696,3105,0.18333333333333332,696
TARA_SAMEA4398176_METAG_DONGGNED,0.5079206547371341,0.41567231848542996,2403,0.45,944
BGEO_SAMN07136914_METAG_PMDBELBJ,0.8166915299187801,0.3731451261570584,2011,1.0,1648
GORG_SAMEA6068345_SAGS_AH321N11,0.396906523201076,0.38477023235741253,2974,0.23333333333333334,751
BGEO_SAMN07136681_METAG_CCFDMHKL,0.5229367783456369,0.4018831038990403,3522,0.45,1374
MARD_SAMN08730605_REFG_MMP08730605,0.9321959916390016,0.24430293761791028,2711,1.0,2529
BGEO_SAMN07136960_METAG_CGNNLGDJ,0.4925810337275514,0.3981744680915937,3044,0.38333333333333336,1062
MARD_SAMN09759696_REFG_MMP09759696,0.8989303875153427,0.2928934526841385,1901,1.0,1709
MARD_SAMN02261354_REFG_MMP02261354,0.9198159405606214,0.2629788395102629,1974,1.0,1818
MARD_SAMN09989090_REFG_MMP09989090,0.998971566848155,0.029953495304477936,2204,1.0,2202
MARD_SAMN06075351_REFG_MMP06075351,0.8452907288317256,0.3492437248518619,2488,1.0,2109
TARA_SAMEA2622173_METAG_AHKHNAMF,0.4446638815039879,0.4020444810809541,2633,0.26666666666666666,748
TARA_SAMEA2620970_METAG_GGBEMCNM,0.80637205102156,0.3739150919374638,2953,1.0,2393
TARA_SAMN05326648_METAG_IOS00017,0.4744846423417851,0.40383844614878567,3234,0.3333333333333333,1114
MARD_SAMN05444353_REFG_MMP05444353,0.9998460946517891,0.005547001140742155,2599,1.0,2599
GORG_SAMEA6070621_SAGS_AG896M04,0.6606960556844547,0.395946173998991,2155,0.9166666666666666,1208
MARD_SAMN08886365_SAGS_MMP08886365,0.5733690360272639,0.3950490248244299,2054,0.5333333333333333,940
TARA_SAMEA2623390_METAG_OAJBDMBM,0.5003241672255757,0.41113785428340444,2982,0.4,1118
TARA_SAMEA4397157_METAG_OEPPPCEN,0.9188376131993551,0.2648678178282801,2687,1.0,2474
TARA_SAMEA4397472_METAG_EEFNKHIK,0.8979368279569891,0.29545641909067444,2480,1.0,2229
MARD_SAMN06299118_REFG_MMP06299118,1.0,0.0,2800,1.0,2800
MARD_SAMD00036665_REFG_MMP00036665,0.9989867841409691,0.02134503961143695,2270,1.0,2264
GORG_SAMEA6069959_SAGS_AG893J17,0.9998506719761076,0.004731601061163981,2009,1.0,2009
GORG_SAMEA6069857_SAGS_AG893A06,0.9999448732083793,0.0016597648210983774,1814,1.0,1814
TARA_SAMEA2621859_METAG_LMMJEOCK,0.5241871771498025,0.405223088739709,3291,0.4666666666666667,1299
TARA_SAMEA2622837_METAG_KBBJICNN,0.4997742663656885,0.4180347021630334,2658,0.55,992
TARA_SAMEA2623868_METAG_HJLNMGIH,0.7544649235605085,0.4096443065061175,2333,0.9833333333333333,1772
TARA_SAMEA2622823_METAG_OKEDOLHM,0.683514887436456,0.4342300548547852,2295,0.95,1588
MARD_SAMN04488042_REFG_MMP04488042,0.9998325659271662,0.005785567527269096,2389,1.0,2389
MALA_SAMN05422192_METAG_FKOPPPMP,0.46164322817686565,0.40542893578083883,2631,0.38333333333333336,852
BGEO_SAMN07136617_METAG_FKHCGNDB,0.8383835310820403,0.3471565948887226,3287,1.0,2771
TARA_SAMEA2622801_METAG_OFCBHAIC,0.4692782687514163,0.40518975049279127,2942,0.3333333333333333,993
TARA_SAMEA2619907_METAG_FFCJINBJ,0.4048904267589389,0.3884588403820723,2890,0.23333333333333334,783
TARA_SAMN05326641_METAG_ANW00013,0.9999502982107357,0.001576024655614154,2012,1.0,2012
TARA_SAMEA2622402_METAG_JGKDKCLK,0.3864513981358189,0.3718650934515396,3004,0.23333333333333334,705
TARA_SAMEA4397472_METAG_CFGONHJG,0.7897022139070782,0.38541239305058755,2138,1.0,1703
TARA_SAMEA2623079_METAG_PNPIALGA,0.5649464012251149,0.40608229488779085,3265,0.6,1437
TARA_SAMEA2619857_METAG_LENCCDLF,0.7630449141347424,0.39436704416825996,3028,1.0,2339
TARA_SAMEA4398266_METAG_KLOMINHN,0.9358299091022289,0.2387140584834378,2677,1.0,2508
TARA_SAMEA2622796_METAG_IKFJOKBI,0.7962504583791712,0.3895678760431045,1818,1.0,1451
TARA_SAMEA2623116_METAG_MLHPBBMM,0.61597272074659,0.4174692653192275,2786,0.8,1426
TARA_SAMEA2623886_METAG_CNIBGFNF,0.5495683808114441,0.42175869394792126,2703,0.6666666666666666,1197
TARA_SAMN05326651_METAG_RED00049,0.9999355877616748,0.0014642272380145699,2070,1.0,2070
TARA_SAMEA4398001_METAG_BIFKKCPL,0.7172808569182391,0.38654828180281686,3392,1.0,2172
TARA_SAMEA2619376_METAG_GOHNCCFB,0.511988494518615,0.40416914826650113,3071,0.48333333333333334,1153
TARA_SAMEA2622923_METAG_DLBMCHKI,0.8121743036837374,0.36352309939590766,2968,1.0,2436
TARA_SAMEA2623295_METAG_GPKKLJCP,0.354920132610006,0.3818795361763988,2212,0.11666666666666667,472
GORG_SAMEA6070412_SAGS_AG895L23,0.3875521821631879,0.38458745276425427,2635,0.21666666666666667,678
TARA_SAMEA4398315_METAG_HKMENHED,0.8050568743818002,0.37746152315721704,2696,1.0,2182
MARD_SAMN05444421_REFG_MMP05444421,0.7596853314189996,0.3990478602676088,2786,1.0,2134
TARA_SAMEA2623886_METAG_LLPNBDAJ,0.9999575731862538,0.0014561731655408751,2357,1.0,2357
TARA_SAMEA2621812_METAG_JPOAFLIB,0.7579417214081186,0.4055856595023509,1979,0.9833333333333333,1513
TARA_SAMEA2619815_METAG_AOBADPKK,0.5694485258105593,0.404020432426115,3403,0.5666666666666667,1518
MARD_SAMN09930779_REFG_MMP09930779,0.7360204081632653,0.3968239447037274,2940,0.9833333333333333,2206
